negative  	{'BIGRAM_hate_https': 0.5, 'TRIGRAM_hate_https_//t.co/8jq411twqn': 0.5, 'UNI_//t.co/8jq411twqn': 0.5, 'TRIGRAM_nvm_hate_https': 0.5, 'BIGRAM_nvm_hate': 0.5, 'UNI_hate': 0.5, 'UNI_https': 0.5, 'UNI_nvm': 0.5, 'BIGRAM_https_//t.co/8jq411twqn': 0.5}
positive  	{'TRIGRAM_big_love_marcel': 0.5, 'UNI_big': 0.5, 'UNI_love': 0.5, 'UNI_marcel': 0.5, 'BIGRAM_big_love': 0.5, 'BIGRAM_love_marcel': 0.5}
positive  	{'BIGRAM_kids_love': 0.5, 'BIGRAM_hi_yes': 0.5, 'BIGRAM_hello_kids': 0.5, 'UNI_hello': 0.5, 'TRIGRAM_hi_yes_hello': 0.5, 'UNI_kids': 0.5, 'UNI_hi': 0.5, 'UNI_yes': 0.5, 'TRIGRAM_yes_hello_kids': 0.5, 'BIGRAM_yes_hello': 0.5, 'UNI_love': 0.5, 'TRIGRAM_kids_love_miel': 0.5, 'TRIGRAM_hello_kids_love': 0.5, 'BIGRAM_love_miel': 0.5, 'UNI_miel': 0.5}
positive  	{'BIGRAM_https_//t.co/g6t64pf1p7': 0.5, 'BIGRAM_more💓💓_https': 0.5, 'TRIGRAM_love_more💓💓_https': 0.5, 'UNI_//t.co/g6t64pf1p7': 0.5, 'UNI_love': 0.5, 'UNI_https': 0.5, 'UNI_more💓💓': 0.5, 'BIGRAM_love_more💓💓': 0.5, 'TRIGRAM_more💓💓_https_//t.co/g6t64pf1p7': 0.5}
positive  	{'TRIGRAM_create_bucket_list': 0.5, 'BIGRAM_wan_na': 0.5, 'UNI_year': 0.5, 'UNI_bucket': 0.5, 'BIGRAM_create_bucket': 0.5, 'BIGRAM_typa_love': 0.5, 'TRIGRAM_wan_na_build': 0.5, 'UNI_let': 0.5, 'UNI_amp': 0.5, 'TRIGRAM_w/_let_create': 0.5, 'BIGRAM_next_year': 0.5, 'TRIGRAM_rt_kevingetem_wan': 0.5, 'UNI_typa': 0.5, 'TRIGRAM_next_year_typa': 0.5, 'TRIGRAM_bucket_list_amp': 0.5, 'BIGRAM_rt_kevingetem': 0.5, 'BIGRAM_let_create': 0.5, 'UNI_love': 0.5, 'UNI_w/': 0.5, 'UNI_create': 0.5, 'BIGRAM_see_next': 0.5, 'UNI_rt': 0.5, 'BIGRAM_list_amp': 0.5, 'TRIGRAM_kevingetem_wan_na': 0.5, 'BIGRAM_kevingetem_wan': 0.5, 'UNI_wan': 0.5, 'UNI_build': 0.5, 'TRIGRAM_see_next_year': 0.5, 'UNI_kevingetem': 0.5, 'BIGRAM_na_build': 0.5, 'TRIGRAM_build_w/_let': 0.5, 'TRIGRAM_list_amp_see': 0.5, 'BIGRAM_build_w/': 0.5, 'TRIGRAM_let_create_bucket': 0.5, 'BIGRAM_amp_see': 0.5, 'UNI_next': 0.5, 'TRIGRAM_amp_see_next': 0.5, 'TRIGRAM_year_typa_love': 0.5, 'UNI_see': 0.5, 'BIGRAM_year_typa': 0.5, 'UNI_list': 0.5, 'TRIGRAM_na_build_w/': 0.5, 'BIGRAM_bucket_list': 0.5, 'UNI_na': 0.5, 'BIGRAM_w/_let': 0.5}
positive  	{'BIGRAM_always_ridiculous': 0.5, 'UNI_ridiculous': 0.5, 'BIGRAM_//t.co/se7w0dlmij_.this': 0.5, 'TRIGRAM_track_always_ridiculous': 0.5, 'UNI_always': 0.5, 'BIGRAM_track_always': 0.5, 'TRIGRAM_always_ridiculous_ridiculous': 0.5, 'UNI_https': 0.5, 'UNI_//t.co/se7w0dlmij': 0.5, 'UNI_track': 0.5, 'BIGRAM_ridiculous_ridiculous': 0.5, 'TRIGRAM_//t.co/se7w0dlmij_.this_track': 0.5, 'BIGRAM_.this_track': 0.5, 'TRIGRAM_https_//t.co/se7w0dlmij_.this': 0.5, 'TRIGRAM_ridiculous_ridiculous_love': 0.5, 'BIGRAM_https_//t.co/se7w0dlmij': 0.5, 'UNI_love': 0.5, 'TRIGRAM_.this_track_always': 0.5, 'BIGRAM_ridiculous_love': 0.5, 'UNI_.this': 0.5}
positive  	{'BIGRAM_https_//t.co/uwk0hyhans': 0.5, 'BIGRAM_daniel_pic': 0.5, 'UNI_mine': 0.5, 'TRIGRAM_daniel_pic_wallet': 0.5, 'TRIGRAM_loving_boy_https': 0.5, 'UNI_boy': 0.5, 'UNI_loving': 0.5, 'BIGRAM_rt_andreamanns98': 0.5, 'UNI_andreamanns98': 0.5, 'UNI_daniel': 0.5, 'TRIGRAM_wallet_pic_mine': 0.5, 'TRIGRAM_pic_mine_love': 0.5, 'TRIGRAM_boy_https_//t.co/uwk0hyhans': 0.5, 'UNI_pic': 0.5, 'BIGRAM_pic_wallet': 0.5, 'UNI_love': 0.5, 'BIGRAM_boy_https': 0.5, 'TRIGRAM_andreamanns98_daniel_pic': 0.5, 'TRIGRAM_love_loving_boy': 0.5, 'UNI_rt': 0.5, 'BIGRAM_pic_mine': 0.5, 'BIGRAM_loving_boy': 0.5, 'TRIGRAM_pic_wallet_pic': 0.5, 'UNI_https': 0.5, 'UNI_wallet': 0.5, 'TRIGRAM_mine_love_loving': 0.5, 'UNI_//t.co/uwk0hyhans': 0.5, 'TRIGRAM_rt_andreamanns98_daniel': 0.5, 'BIGRAM_mine_love': 0.5, 'BIGRAM_wallet_pic': 0.5, 'BIGRAM_love_loving': 0.5, 'BIGRAM_andreamanns98_daniel': 0.5}
positive  	{'TRIGRAM_rt_musicmeetfans_everything': 0.5, 'BIGRAM_absolutely_love': 0.5, 'TRIGRAM_absolutely_love_nothing': 0.5, "TRIGRAM_great_fans_n't": 0.5, 'BIGRAM_nothing_e…': 0.5, 'BIGRAM_music_music': 0.5, 'BIGRAM_everything_starts': 0.5, 'UNI_e…': 0.5, 'UNI_absolutely': 0.5, 'BIGRAM_great_fans': 0.5, 'TRIGRAM_musicmeetfans_everything_starts': 0.5, 'UNI_nothing': 0.5, 'UNI_great': 0.5, 'TRIGRAM_starts_music_music': 0.5, "BIGRAM_n't_absolutely": 0.5, 'UNI_love': 0.5, "TRIGRAM_n't_absolutely_love": 0.5, 'BIGRAM_starts_music': 0.5, "TRIGRAM_fans_n't_absolutely": 0.5, 'UNI_everything': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_everything_starts_music': 0.5, 'UNI_musicmeetfans': 0.5, 'BIGRAM_love_nothing': 0.5, 'UNI_fans': 0.5, 'UNI_music': 0.5, 'TRIGRAM_music_music_great': 0.5, 'BIGRAM_rt_musicmeetfans': 0.5, 'TRIGRAM_love_nothing_e…': 0.5, 'UNI_starts': 0.5, 'BIGRAM_musicmeetfans_everything': 0.5, "BIGRAM_fans_n't": 0.5, "UNI_n't": 0.5, 'BIGRAM_music_great': 0.5, 'TRIGRAM_music_great_fans': 0.5}
positive  	{'BIGRAM_loss_islam': 0.5, 'TRIGRAM_deobandis_done_irreparable': 0.5, 'UNI_irreparable': 0.5, 'UNI_rt': 0.5, 'BIGRAM_salafis_amp': 0.5, 'BIGRAM_prophet_opposing': 0.5, 'TRIGRAM_islam_amp_prophet': 0.5, 'UNI_done': 0.5, 'TRIGRAM_amp_prophet_opposing': 0.5, 'UNI_prophet': 0.5, 'BIGRAM_done_irreparable': 0.5, 'UNI_amp': 0.5, 'TRIGRAM_siddharthaulia_wahhabis_salafis': 0.5, 'TRIGRAM_irreparable_loss_islam': 0.5, 'UNI_siddharthaulia': 0.5, 'BIGRAM_rt_siddharthaulia': 0.5, 'BIGRAM_path_knower…': 0.5, 'BIGRAM_amp_deobandis': 0.5, 'TRIGRAM_prophet_opposing_sufism': 0.5, 'UNI_salafis': 0.5, 'UNI_islam': 0.5, 'TRIGRAM_done_irreparable_loss': 0.5, 'UNI_deobandis': 0.5, 'BIGRAM_opposing_sufism': 0.5, 'UNI_knower…': 0.5, 'BIGRAM_amp_prophet': 0.5, 'BIGRAM_wahhabis_salafis': 0.5, 'UNI_loss': 0.5, 'TRIGRAM_salafis_amp_deobandis': 0.5, 'TRIGRAM_opposing_sufism_path': 0.5, 'UNI_sufism': 0.5, 'BIGRAM_deobandis_done': 0.5, 'UNI_opposing': 0.5, 'BIGRAM_irreparable_loss': 0.5, 'TRIGRAM_wahhabis_salafis_amp': 0.5, 'TRIGRAM_sufism_path_knower…': 0.5, 'TRIGRAM_loss_islam_amp': 0.5, 'BIGRAM_sufism_path': 0.5, 'TRIGRAM_amp_deobandis_done': 0.5, 'BIGRAM_siddharthaulia_wahhabis': 0.5, 'TRIGRAM_rt_siddharthaulia_wahhabis': 0.5, 'UNI_wahhabis': 0.5, 'BIGRAM_islam_amp': 0.5, 'UNI_path': 0.5}
positive  	{'BIGRAM_t-shirt_sales': 0.5, "TRIGRAM_'re_donating_100": 0.5, 'TRIGRAM_t-shirt_sales_glblctznimpact.…': 0.5, 'UNI_passed': 0.5, 'UNI_10': 0.5, 'UNI_adamzwig': 0.5, 'UNI_sales': 0.5, 'TRIGRAM_100_t-shirt_sales': 0.5, 'TRIGRAM_mil_views_youtube': 0.5, "UNI_'re": 0.5, 'TRIGRAM_rt_adamzwig_everybody': 0.5, 'TRIGRAM_adamzwig_everybody_love': 0.5, 'BIGRAM_passed_10': 0.5, 'UNI_donating': 0.5, 'UNI_everybody': 0.5, 'TRIGRAM_everybody_love_passed': 0.5, 'UNI_love': 0.5, 'TRIGRAM_10_mil_views': 0.5, 'BIGRAM_everybody_love': 0.5, 'BIGRAM_donating_100': 0.5, "BIGRAM_youtube_'re": 0.5, 'UNI_rt': 0.5, 'BIGRAM_rt_adamzwig': 0.5, 'TRIGRAM_love_passed_10': 0.5, "TRIGRAM_youtube_'re_donating": 0.5, 'BIGRAM_views_youtube': 0.5, 'BIGRAM_love_passed': 0.5, 'TRIGRAM_donating_100_t-shirt': 0.5, 'UNI_youtube': 0.5, 'UNI_views': 0.5, "TRIGRAM_views_youtube_'re": 0.5, 'BIGRAM_adamzwig_everybody': 0.5, 'BIGRAM_100_t-shirt': 0.5, 'BIGRAM_sales_glblctznimpact.…': 0.5, 'BIGRAM_mil_views': 0.5, 'BIGRAM_10_mil': 0.5, 'UNI_t-shirt': 0.5, 'UNI_100': 0.5, 'TRIGRAM_passed_10_mil': 0.5, 'UNI_glblctznimpact.…': 0.5, 'UNI_mil': 0.5, "BIGRAM_'re_donating": 0.5}
positive  	{'UNI_rt': 0.5, 'UNI_married': 0.5, 'TRIGRAM_yoonjin_invented_love': 0.5, 'TRIGRAM_awake921204_yoonjin_invented': 0.5, 'UNI_friendship': 0.5, 'TRIGRAM_rt_awake921204_yoonjin': 0.5, 'BIGRAM_friendship_married': 0.5, 'BIGRAM_invented_love': 0.5, 'UNI_thread': 0.5, 'UNI_awake921204': 0.5, 'UNI_https': 0.5, 'UNI_invented': 0.5, 'BIGRAM_rt_awake921204': 0.5, 'TRIGRAM_love_friendship_married': 0.5, 'TRIGRAM_friendship_married_thread': 0.5, 'BIGRAM_awake921204_yoonjin': 0.5, 'BIGRAM_married_thread': 0.5, 'TRIGRAM_thread_https_//t.co/k50mojwlfh': 0.5, 'BIGRAM_yoonjin_invented': 0.5, 'BIGRAM_https_//t.co/k50mojwlfh': 0.5, 'TRIGRAM_invented_love_friendship': 0.5, 'BIGRAM_thread_https': 0.5, 'TRIGRAM_married_thread_https': 0.5, 'UNI_love': 0.5, 'BIGRAM_love_friendship': 0.5, 'UNI_//t.co/k50mojwlfh': 0.5, 'UNI_yoonjin': 0.5}
positive  	{'BIGRAM_everydaycarry_awesome': 0.5, 'TRIGRAM_everydaycarry_awesome_love': 0.5, 'UNI_everydaycarry': 0.5, 'UNI_awesome': 0.5, 'UNI_love': 0.5, 'UNI_spyderco': 0.5, 'BIGRAM_awesome_love': 0.5, 'TRIGRAM_awesome_love_spyderco': 0.5, 'BIGRAM_love_spyderco': 0.5}
positive  	{'BIGRAM_کر_دیتے؟': 0.5, 'TRIGRAM_sa_gondal_جاوید_شاہ': 0.5, 'UNI_//t.co/a5brlkj7yp': 0.5, 'BIGRAM_xahjaved_sa_gondal': 0.5, 'UNI_https': 0.5, 'BIGRAM_ماشا_الله،': 0.5, 'UNI_کا': 0.5, 'UNI_ماشا': 0.5, 'UNI_شاہ': 0.5, 'BIGRAM_شاہ_جی': 0.5, 'TRIGRAM_شروع_کر_دیتے؟': 0.5, 'BIGRAM_آپ_بھی': 0.5, 'BIGRAM_love_istikhara': 0.5, 'TRIGRAM_شاہ_جی_آپ': 0.5, 'UNI_دیتے؟': 0.5, 'TRIGRAM_کیوں_نہیں_شروع': 0.5, 'TRIGRAM_سید_ہیں_ماشا': 0.5, 'TRIGRAM_بھی_love_istikhara': 0.5, 'BIGRAM_الله،_آپ': 0.5, 'TRIGRAM_آپ_بھی_love': 0.5, 'UNI_istikhara': 0.5, 'TRIGRAM_الله،_آپ_بھی': 0.5, 'UNI_xahjaved': 0.5, 'TRIGRAM_istikhara_کا_بزنس': 0.5, 'UNI_کیوں': 0.5, 'UNI_الله،': 0.5, 'BIGRAM_جی_آپ': 0.5, 'TRIGRAM_جی_آپ_بھی': 0.5, 'UNI_بھی': 0.5, 'BIGRAM_کیوں_نہیں': 0.5, 'UNI_سید': 0.5, 'UNI_جی': 0.5, 'BIGRAM_بزنس_کیوں': 0.5, 'BIGRAM_بھی_سید': 0.5, 'BIGRAM_ہیں_ماشا': 0.5, 'TRIGRAM_نہیں_شروع_کر': 0.5, 'UNI_کر': 0.5, 'BIGRAM_شروع_کر': 0.5, 'BIGRAM_دیتے؟_https': 0.5, 'UNI_جاوید': 0.5, 'UNI_نہیں': 0.5, 'TRIGRAM_دیتے؟_https_//t.co/a5brlkj7yp': 0.5, 'BIGRAM_بھی_love': 0.5, 'TRIGRAM_xahjaved_sa_gondal_جاوید': 0.5, 'UNI_شروع': 0.5, 'TRIGRAM_بزنس_کیوں_نہیں': 0.5, 'UNI_love': 0.5, 'UNI_آپ': 0.5, 'BIGRAM_https_//t.co/a5brlkj7yp': 0.5, 'BIGRAM_نہیں_شروع': 0.5, 'BIGRAM_سید_ہیں': 0.5, 'UNI_ہیں': 0.5, 'TRIGRAM_کا_بزنس_کیوں': 0.5, 'BIGRAM_جاوید_شاہ': 0.5, 'UNI_بزنس': 0.5, 'BIGRAM_کا_بزنس': 0.5, 'TRIGRAM_جاوید_شاہ_جی': 0.5, 'BIGRAM_sa_gondal_جاوید': 0.5, 'TRIGRAM_آپ_بھی_سید': 0.5, 'BIGRAM_istikhara_کا': 0.5, 'TRIGRAM_love_istikhara_کا': 0.5, 'TRIGRAM_ہیں_ماشا_الله،': 0.5, 'TRIGRAM_بھی_سید_ہیں': 0.5, 'UNI_sa_gondal': 0.5, 'TRIGRAM_کر_دیتے؟_https': 0.5, 'TRIGRAM_ماشا_الله،_آپ': 0.5}
positive  	{'UNI_rt': 0.5, 'TRIGRAM_falling_love_vibe': 0.5, 'UNI_waviestbaby': 0.5, 'BIGRAM_rt_waviestbaby': 0.5, 'BIGRAM_love_vibe': 0.5, 'TRIGRAM_waviestbaby_falling_love': 0.5, 'BIGRAM_falling_love': 0.5, 'TRIGRAM_rt_waviestbaby_falling': 0.5, 'BIGRAM_waviestbaby_falling': 0.5, 'UNI_love': 0.5, 'UNI_falling': 0.5, 'UNI_vibe': 0.5}
positive  	{'UNI_wife': 0.5, 'TRIGRAM_u_love_cricket': 0.5, 'BIGRAM_..more_wife': 0.5, 'UNI_..more': 0.5, 'UNI_u': 0.5, 'TRIGRAM_love_cricket_..more': 0.5, 'UNI_cricket': 0.5, 'UNI_love': 0.5, 'BIGRAM_u_love': 0.5, 'BIGRAM_love_cricket': 0.5, 'BIGRAM_cricket_..more': 0.5, 'TRIGRAM_cricket_..more_wife': 0.5}
positive  	{}
positive  	{'UNI_indvban': 0.5}
positive  	{}
positive  	{'BIGRAM_https_//t.co/rzzeeauv3g': 0.5, 'TRIGRAM_indvpak_https_//t.co/rzzeeauv3g': 0.5, 'UNI_//t.co/rzzeeauv3g': 0.5, 'UNI_https': 0.5, 'BIGRAM_indvpak_https': 0.5, 'UNI_indvpak': 0.5}
positive  	{'BIGRAM_omg_love': 0.5, 'TRIGRAM_love_marcel_much': 0.5, 'BIGRAM_marcel_much': 0.5, 'UNI_much': 0.5, 'UNI_marcel': 0.5, 'UNI_omg': 0.5, 'TRIGRAM_omg_love_marcel': 0.5, 'UNI_love': 0.5, 'BIGRAM_love_marcel': 0.5}
positive  	{'UNI_rude': 0.5, 'BIGRAM_rude_amp': 0.5, 'BIGRAM_photo_hella': 0.5, 'TRIGRAM_dinahjane97_got_one': 0.5, 'TRIGRAM_friend_saves_name': 0.5, 'UNI_hurt': 0.5, 'BIGRAM_saves_name': 0.5, 'UNI_rt': 0.5, 'BIGRAM_name_something': 0.5, 'TRIGRAM_contact_photo_hella': 0.5, 'BIGRAM_dinahjane97_got': 0.5, 'UNI_saves': 0.5, 'UNI_one': 0.5, 'TRIGRAM_rude_amp_contact': 0.5, 'BIGRAM_best_friend': 0.5, 'TRIGRAM_photo_hella_hurt': 0.5, 'UNI_amp': 0.5, 'UNI_name': 0.5, 'BIGRAM_something_rude': 0.5, 'TRIGRAM_name_something_rude': 0.5, 'TRIGRAM_saves_name_something': 0.5, 'TRIGRAM_rt_dinahjane97_got': 0.5, 'BIGRAM_contact_photo': 0.5, 'BIGRAM_one_best': 0.5, 'BIGRAM_hurt_stil…': 0.5, 'UNI_dinahjane97': 0.5, 'BIGRAM_amp_contact': 0.5, 'TRIGRAM_best_friend_saves': 0.5, 'UNI_contact': 0.5, 'BIGRAM_rt_dinahjane97': 0.5, 'TRIGRAM_something_rude_amp': 0.5, 'TRIGRAM_amp_contact_photo': 0.5, 'TRIGRAM_got_one_best': 0.5, 'UNI_photo': 0.5, 'BIGRAM_hella_hurt': 0.5, 'UNI_best': 0.5, 'UNI_stil…': 0.5, 'BIGRAM_got_one': 0.5, 'UNI_something': 0.5, 'BIGRAM_friend_saves': 0.5, 'TRIGRAM_one_best_friend': 0.5, 'TRIGRAM_hella_hurt_stil…': 0.5, 'UNI_hella': 0.5, 'UNI_friend': 0.5, 'UNI_got': 0.5}
positive  	{'UNI_fab': 0.5, 'TRIGRAM_gt_love_island': 0.5, 'UNI_brexit': 0.5, 'TRIGRAM_brexit_special_fab': 0.5, 'TRIGRAM_swap_brexit_special': 0.5, 'UNI_swap': 0.5, 'UNI_special': 0.5, 'UNI_gt': 0.5, 'BIGRAM_wife_swap': 0.5, 'BIGRAM_fab_gt': 0.5, 'BIGRAM_special_fab': 0.5, 'UNI_wife': 0.5, 'TRIGRAM_special_fab_gt': 0.5, 'BIGRAM_brexit_special': 0.5, 'BIGRAM_swap_brexit': 0.5, 'TRIGRAM_wife_swap_brexit': 0.5, 'BIGRAM_gt_love': 0.5, 'TRIGRAM_fab_gt_love': 0.5, 'UNI_island': 0.5, 'UNI_love': 0.5, 'BIGRAM_love_island': 0.5}
positive  	{"TRIGRAM_love_70_'s": 0.5, "TRIGRAM_selenagomez_'s_video": 0.5, "TRIGRAM_'s_vibe_selenagomez": 0.5, 'TRIGRAM_video_bad_liar..': 0.5, "TRIGRAM_vibe_selenagomez_'s": 0.5, "UNI_'s": 0.5, 'BIGRAM_nikidemar_love': 0.5, 'UNI_selenagomez': 0.5, "BIGRAM_selenagomez_'s": 0.5, 'UNI_video': 0.5, 'UNI_obsessed': 0.5, 'TRIGRAM_liar.._lowkey_obsessed': 0.5, 'TRIGRAM_rt_nikidemar_love': 0.5, 'UNI_love': 0.5, 'TRIGRAM_nikidemar_love_70': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_bad_liar.._lowkey': 0.5, "TRIGRAM_'s_video_bad": 0.5, "BIGRAM_70_'s": 0.5, 'BIGRAM_vibe_selenagomez': 0.5, 'UNI_bad': 0.5, 'UNI_vibe': 0.5, 'UNI_nikidemar': 0.5, "BIGRAM_'s_video": 0.5, "TRIGRAM_70_'s_vibe": 0.5, "BIGRAM_'s_vibe": 0.5, 'BIGRAM_bad_liar..': 0.5, 'BIGRAM_rt_nikidemar': 0.5, 'BIGRAM_lowkey_obsessed': 0.5, 'BIGRAM_video_bad': 0.5, 'BIGRAM_love_70': 0.5, 'UNI_70': 0.5, 'BIGRAM_liar.._lowkey': 0.5, 'UNI_lowkey': 0.5, 'UNI_liar..': 0.5}
positive  	{"TRIGRAM_thought_n't_possible": 0.5, 'TRIGRAM_love_firefighters_already': 0.5, 'UNI_comes': 0.5, 'TRIGRAM_along_comes_crispymick': 0.5, 'UNI_firefighters': 0.5, 'BIGRAM_comes_crispymick': 0.5, 'BIGRAM_https_//t.c…': 0.5, 'BIGRAM_crispymick_https': 0.5, 'TRIGRAM_comes_crispymick_https': 0.5, 'TRIGRAM_crispymick_https_//t.c…': 0.5, 'BIGRAM_possible_love': 0.5, 'UNI_love': 0.5, 'UNI_crispymick': 0.5, 'TRIGRAM_possible_love_firefighters': 0.5, 'UNI_rt': 0.5, "TRIGRAM_sunapology_thought_n't": 0.5, "TRIGRAM_n't_possible_love": 0.5, 'BIGRAM_along_comes': 0.5, 'UNI_already': 0.5, 'BIGRAM_love_firefighters': 0.5, 'UNI_https': 0.5, "BIGRAM_thought_n't": 0.5, "BIGRAM_n't_possible": 0.5, 'UNI_possible': 0.5, 'BIGRAM_already_along': 0.5, 'TRIGRAM_already_along_comes': 0.5, 'BIGRAM_rt_sunapology': 0.5, 'BIGRAM_firefighters_already': 0.5, 'TRIGRAM_rt_sunapology_thought': 0.5, "UNI_n't": 0.5, 'UNI_sunapology': 0.5, 'UNI_//t.c…': 0.5, 'BIGRAM_sunapology_thought': 0.5, 'UNI_thought': 0.5, 'UNI_along': 0.5, 'TRIGRAM_firefighters_already_along': 0.5}
positive  	{'UNI_samco': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_best_https_//t.co/qjcpmrtpw2': 0.5, 'BIGRAM_best_https': 0.5, 'BIGRAM_https_//t.co/qjcpmrtpw2': 0.5, 'TRIGRAM_rt_thecolebass_samco': 0.5, 'UNI_thecolebass': 0.5, 'BIGRAM_samco_best': 0.5, 'TRIGRAM_samco_best_https': 0.5, 'UNI_//t.co/qjcpmrtpw2': 0.5, 'TRIGRAM_thecolebass_samco_best': 0.5, 'UNI_https': 0.5, 'UNI_best': 0.5, 'BIGRAM_thecolebass_samco': 0.5, 'BIGRAM_rt_thecolebass': 0.5}
positive  	{"UNI_'d": 0.5, 'BIGRAM_love_turn': 0.5, 'UNI_love': 0.5, 'UNI_turn': 0.5, "TRIGRAM_'d_love_turn": 0.5, "BIGRAM_'d_love": 0.5}
positive  	{'UNI_//t.co/xwizr6dgrj': 0.5, 'BIGRAM_russian_brides': 0.5, 'TRIGRAM_russian_brides_photos': 0.5, 'BIGRAM_brides_photos': 0.5, 'UNI_russian': 0.5, 'BIGRAM_https_//t.co/xwizr6dgrj': 0.5, 'TRIGRAM_brides_photos_https': 0.5, 'BIGRAM_love_russian': 0.5, 'BIGRAM_photos_https': 0.5, 'TRIGRAM_photos_https_//t.co/xwizr6dgrj': 0.5, 'UNI_photos': 0.5, 'UNI_https': 0.5, 'UNI_brides': 0.5, 'UNI_love': 0.5, 'TRIGRAM_love_russian_brides': 0.5}
positive  	{'BIGRAM_asiancrackbaby_pornhub': 0.5, 'BIGRAM_better_anyone': 0.5, 'UNI_single-handedly': 0.5, 'UNI_treated': 0.5, 'TRIGRAM_rt_asiancrackbaby_pornhub': 0.5, 'TRIGRAM_life_https_//t.co/pu19vxcb5x': 0.5, 'UNI_asiancrackbaby': 0.5, 'BIGRAM_life_https': 0.5, 'UNI_//t.co/pu19vxcb5x': 0.5, 'BIGRAM_single-handedly_treated': 0.5, 'BIGRAM_entire_life': 0.5, 'UNI_better': 0.5, 'TRIGRAM_treated_better_anyone': 0.5, 'TRIGRAM_entire_life_https': 0.5, 'UNI_pornhub': 0.5, 'BIGRAM_whole_entire': 0.5, 'TRIGRAM_whole_entire_life': 0.5, 'UNI_rt': 0.5, 'UNI_entire': 0.5, 'UNI_whole': 0.5, 'BIGRAM_pornhub_single-handedly': 0.5, 'UNI_https': 0.5, 'BIGRAM_anyone_whole': 0.5, 'TRIGRAM_pornhub_single-handedly_treated': 0.5, 'TRIGRAM_asiancrackbaby_pornhub_single-handedly': 0.5, 'TRIGRAM_anyone_whole_entire': 0.5, 'BIGRAM_https_//t.co/pu19vxcb5x': 0.5, 'UNI_life': 0.5, 'BIGRAM_rt_asiancrackbaby': 0.5, 'TRIGRAM_better_anyone_whole': 0.5, 'BIGRAM_treated_better': 0.5, 'TRIGRAM_single-handedly_treated_better': 0.5, 'UNI_anyone': 0.5}
positive  	{'BIGRAM_https_//t.co/w0pwgeqrl3': 0.5, 'UNI_rt': 0.5, 'TRIGRAM_u_https_//t.co/w0pwgeqrl3': 0.5, 'BIGRAM_kihyunlover_love': 0.5, 'BIGRAM_u_https': 0.5, 'UNI_kihyunlover': 0.5, 'UNI_u': 0.5, 'UNI_https': 0.5, 'TRIGRAM_love_u_https': 0.5, 'UNI_//t.co/w0pwgeqrl3': 0.5, 'BIGRAM_rt_kihyunlover': 0.5, 'UNI_love': 0.5, 'TRIGRAM_rt_kihyunlover_love': 0.5, 'BIGRAM_love_u': 0.5, 'TRIGRAM_kihyunlover_love_u': 0.5}
positive  	{'UNI_rt': 0.5, 'UNI_mtv': 0.5, 'UNI_forever': 0.5, 'TRIGRAM_rt_mtv_forever': 0.5, 'TRIGRAM_normanikordei_https_//t.co/8h9ae4a9iy': 0.5, 'UNI_https': 0.5, 'TRIGRAM_forever_love_normanikordei': 0.5, 'BIGRAM_normanikordei_https': 0.5, 'BIGRAM_love_normanikordei': 0.5, 'TRIGRAM_love_normanikordei_https': 0.5, 'BIGRAM_mtv_forever': 0.5, 'BIGRAM_rt_mtv': 0.5, 'TRIGRAM_mtv_forever_love': 0.5, 'UNI_love': 0.5, 'BIGRAM_https_//t.co/8h9ae4a9iy': 0.5, 'UNI_normanikordei': 0.5, 'UNI_//t.co/8h9ae4a9iy': 0.5, 'BIGRAM_forever_love': 0.5}
positive  	{'UNI_rt': 0.5, 'UNI_alisonrolen': 0.5, 'UNI_extravagantg…': 0.5, 'BIGRAM_brenhaas_alisonrolen': 0.5, 'BIGRAM_oh_grow_on_tracyblevins': 0.5, 'UNI_passthepistil': 0.5, 'BIGRAM_bethbillstrom_oh_grow_on': 0.5, 'TRIGRAM_tracyblevins_brenhaas_alisonrolen': 0.5, 'TRIGRAM_passthepistil_bethbillstrom_oh_grow_on': 0.5, 'BIGRAM_tracyblevins_brenhaas': 0.5, 'BIGRAM_alisonrolen_jenmgardens': 0.5, 'UNI_thefreckledrose': 0.5, 'TRIGRAM_jenmgardens_thefreckledrose_extravagantg…': 0.5, 'BIGRAM_thefreckledrose_extravagantg…': 0.5, 'TRIGRAM_oh_grow_on_tracyblevins_brenhaas': 0.5, 'BIGRAM_jenmgardens_thefreckledrose': 0.5, 'UNI_bethbillstrom': 0.5, 'UNI_tracyblevins': 0.5, 'BIGRAM_rt_passthepistil': 0.5, 'TRIGRAM_brenhaas_alisonrolen_jenmgardens': 0.5, 'TRIGRAM_bethbillstrom_oh_grow_on_tracyblevins': 0.5, 'TRIGRAM_rt_passthepistil_bethbillstrom': 0.5, 'BIGRAM_passthepistil_bethbillstrom': 0.5, 'TRIGRAM_alisonrolen_jenmgardens_thefreckledrose': 0.5, 'UNI_jenmgardens': 0.5, 'UNI_brenhaas': 0.5, 'UNI_oh_grow_on': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_love': 0.5, 'UNI_love': 0.5}
positive  	{'UNI_fake': 0.5, 'BIGRAM_fake_people': 0.5, 'UNI_people': 0.5}
